position,person,personID,start,end,gender,DOB,DOD,image,enwiki
emir,Jaber al-Ahmad al-Sabah,Q217194,1977-12-31,2006-01-15,male,1926-06-29,2006-01-15,عميد الصحافة ناصر العثمان الفخرو مع أمير الكويت السابق الشيخ جابر الأحمد الصباح.jpg,Jaber Al-Ahmad Al-Sabah
emir,Saad Al-Abdullah Al-Salim Al-Sabah,Q313661,2006-01-15,2006-01-24,male,1930-05-13,2008-05-13,Saad Al-Salim Al-Sabah.jpg,Saad Al-Salim Al-Sabah
emir,Sabah Al-Ahmad Al-Jaber Al-Sabah,Q57555,2006-01-29,2020-09-29,male,1929-06-16,2020-09-29,Sheikh Sabah IV (cropped).jpg,Sabah Al-Ahmad Al-Jaber Al-Sabah
emir,Nawaf Al-Ahmad Al-Jaber Al-Sabah,Q641805,2020-09-29,,male,1937-06-25,,Nawaf Al-Ahmad Al-Jaber Al-Sabah (cropped).jpg,Nawaf Al-Ahmad Al-Jaber Al-Sabah
Prime Minister,Nasser Mohammed Al-Ahmed Al-Sabah,Q334718,2006-02-07,2011-11-28,male,1940-12-22,,Nasser Mohammed Al-Ahmed Al-Sabah.jpg,Nasser Al-Mohammed Al-Sabah
Prime Minister,Jaber Al-Mubarak Al-Hamad Al-Sabah,Q57894,2011-12-04,2019-11-19,male,1942-01-05,,Sheikh Jaber Al-Mubarak Al-Hamad Al-Sabah (cropped).jpg,Jaber Al-Mubarak Al-Hamad Al-Sabah
Prime Minister,Sabah Al-Khalid Al-Sabah,Q12219691,2019-11-19,,male,1953-03-03,,Sabah Al-Khalid Al-Sabah 2014 (portrait crop).jpg,Sabah Al-Khalid Al-Sabah
Prime Minister,Ahmad Mansour Al-Ahmad Al-Sabah,Q79180644,2019-12-17,2020-12-14,male,1969,,,Ahmad Mansour Al-Ahmad Al-Sabah
Deputy Prime Minister,Muhammad Sabah Al-Salem Al-Sabah,Q3327520,2006-02,2011-10-18,male,1955-10-10,,Muhammad Sabah.jpg,Mohammad Sabah Al-Salem Al-Sabah
Deputy Prime Minister,Sabah Al-Khalid Al-Sabah,Q12219691,2011-12-04,2019-11-19,male,1953-03-03,,Sabah Al-Khalid Al-Sabah 2014 (portrait crop).jpg,Sabah Al-Khalid Al-Sabah
Minister of Defence,Mohammad Al Khalid Al Sabah,Q16934197,1996-10-15,2003-07-13,male,1955,,,Mohammad Al Khalid Al Sabah
Minister of Defence,Nasser Sabah Al-Ahmad Al-Sabah,Q12247753,2017-12-11,2019-11-18,male,1948-04-27,2020-12-20,Nasser Sabah Al-Ahmad Al-Sabah in White House (cropped).jpg,Nasser Sabah Al-Ahmad Al-Sabah
Minister of Defence,Ahmad Mansour Al-Ahmad Al-Sabah,Q79180644,2019-12-17,2020-12-14,male,1969,,,Ahmad Mansour Al-Ahmad Al-Sabah
Minister of Foreign Affairs,Sabah Al-Ahmad Al-Jaber Al-Sabah,Q57555,1963,2003,male,1929-06-16,2020-09-29,Sheikh Sabah IV (cropped).jpg,Sabah Al-Ahmad Al-Jaber Al-Sabah
Minister of Foreign Affairs,Muhammad Sabah Al-Salem Al-Sabah,Q3327520,2003-07-14,2011-10-18,male,1955-10-10,,Muhammad Sabah.jpg,Mohammad Sabah Al-Salem Al-Sabah
Minister of Foreign Affairs,Sabah Al-Khalid Al-Sabah,Q12219691,2011-10-22,2019-11-19,male,1953-03-03,,Sabah Al-Khalid Al-Sabah 2014 (portrait crop).jpg,Sabah Al-Khalid Al-Sabah
Minister of Information,Mohammad Abdullah Al-Mubarak Al-Sabah,Q12240740,2012-02-14,2012-03-11,male,1971-10-02,,Sheikh Mohammad Abdullah Al-Mubarak Al-Sabah.jpg,
Minister of Information,Mohammad Abdullah Al-Mubarak Al-Sabah,Q12240740,2012-07-19,2016-09-11,male,1971-10-02,,Sheikh Mohammad Abdullah Al-Mubarak Al-Sabah.jpg,
Minister of Trade and Industry,Ahmed al-Haroun,Q96212108,2009,2011,male,1942-12-06,2020-07-27,,
Minister of the Amiri Diwan,Nasser Mohammed Al-Ahmed Al-Sabah,Q334718,1990-09-10,2006-02-12,male,1940-12-22,,Nasser Mohammed Al-Ahmed Al-Sabah.jpg,Nasser Al-Mohammed Al-Sabah
Minister of the Amiri Diwan,Mohammad Abdullah Al-Mubarak Al-Sabah,Q12240740,2021-08-11,,male,1971-10-02,,Sheikh Mohammad Abdullah Al-Mubarak Al-Sabah.jpg,
